trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,base_per_diem,is_five_day,tier1_miles,tier2_miles,log_miles,log_receipts,length_long,length_medium,length_short
10,377.0,301.96,837.36,37.7,30.195999999999998,1000,0,100.0,277.0,5.934894195619588,5.713600783593539,True,False,False
7,273.0,285.83,793.58,39.0,40.832857142857144,700,0,100.0,173.0,5.6131281063880705,5.658889705765464,True,False,False
1,458.0,834.7,737.28,458.0,834.7,100,0,100.0,358.0,6.129050210060545,6.7282696970073905,False,False,True
11,772.0,932.31,1575.52,70.18181818181819,84.75545454545454,1100,0,100.0,672.0,6.650279048587422,6.8387374071826805,True,False,False
11,36.0,1541.47,1593.24,3.272727272727273,140.13363636363636,1100,0,36.0,0.0,3.6109179126442243,7.3411403066438945,True,False,False
12,211.0,1048.29,1579.73,17.583333333333332,87.3575,1200,0,100.0,111.0,5.356586274672012,6.955869023955487,True,False,False
7,987.0,2164.1,1839.67,141.0,309.15714285714284,700,0,100.0,887.0,6.895682697747868,7.680221828746337,True,False,False
9,662.0,2275.59,1599.27,73.55555555555556,252.84333333333336,900,0,100.0,562.0,6.4967749901858625,7.730433988366315,True,False,False
12,96.0,1164.37,1553.21,8.0,97.03083333333332,1200,0,96.0,0.0,4.574710978503383,7.060793912143211,True,False,False
5,569.0,1856.7,1623.81,113.8,371.34000000000003,500,1,100.0,469.0,6.345636360828596,7.527094442397359,False,True,False
12,128.0,477.17,874.99,10.666666666666666,39.76416666666667,1200,0,100.0,28.0,4.859812404361672,6.169966317799071,True,False,False
4,886.0,2401.28,1698.0,221.5,600.32,400,0,100.0,786.0,6.787844982309579,7.784173565371625,False,True,False
13,19.0,807.27,1331.53,1.4615384615384615,62.097692307692306,1300,0,19.0,0.0,2.995732273553991,6.694896161118448,True,False,False
8,275.0,2347.09,1454.47,34.375,293.38625,800,0,100.0,175.0,5.62040086571715,7.76135751070743,True,False,False
9,963.0,588.5,1434.42,107.0,65.38888888888889,900,0,100.0,863.0,6.871091294610546,6.379274719977426,True,False,False
14,1056.0,2489.69,1894.16,75.42857142857143,177.835,1400,0,100.0,956.0,6.963189985870238,7.820315059505038,True,False,False
5,728.0,423.16,947.72,145.6,84.632,500,1,100.0,628.0,6.591673732008658,6.050110742540715,False,True,False
4,286.0,1063.49,418.17,71.5,265.8725,400,0,100.0,186.0,5.659482215759621,6.970251090207681,False,True,False
11,332.0,1352.48,1663.39,30.181818181818183,122.95272727272727,1100,0,100.0,232.0,5.808142489980444,7.210434332439826,True,False,False
12,49.0,1118.38,1494.81,4.083333333333333,93.19833333333334,1200,0,49.0,0.0,3.912023005428146,7.020530239583336,True,False,False
2,18.0,2503.46,1206.95,9.0,1251.73,200,0,18.0,0.0,2.9444389791664403,7.825828421418382,False,False,True
14,592.0,1268.36,1930.24,42.285714285714285,90.59714285714286,1400,0,100.0,492.0,6.385194398997726,7.146268115425834,True,False,False
3,892.0,171.32,875.39,297.3333333333333,57.10666666666666,300,0,100.0,792.0,6.794586580876499,5.149353213408078,False,False,True
11,741.0,1872.39,1847.08,67.36363636363636,170.21727272727273,1100,0,100.0,641.0,6.60934924316738,7.535504902872452,True,False,False
14,807.0,2358.41,1819.41,57.642857142857146,168.45785714285714,1400,0,100.0,707.0,6.694562058521095,7.766166866764446,True,False,False
5,873.0,1584.53,1796.7,174.6,316.906,500,1,100.0,773.0,6.773080375655535,7.3686740152752686,False,True,False
3,1159.0,2209.44,1434.84,386.3333333333333,736.48,300,0,100.0,1059.0,7.05617528410041,7.700946869717639,False,False,True
11,920.0,1338.65,1871.27,83.63636363636364,121.69545454545455,1100,0,100.0,820.0,6.825460036255307,7.200163664798005,True,False,False
1,388.0,390.7,332.06,388.0,390.7,100,0,100.0,288.0,5.963579343618446,5.970496240671785,False,False,True
9,576.0,1059.79,1547.5,64.0,117.75444444444445,900,0,100.0,476.0,6.3578422665081,6.966769192539503,True,False,False
9,524.0,2367.12,1640.78,58.22222222222222,263.0133333333333,900,0,100.0,424.0,6.263398262591624,7.769851670395603,True,False,False
10,459.0,2183.11,1559.59,45.9,218.311,1000,0,100.0,359.0,6.131226489483141,7.688963701896823,True,False,False
4,725.0,588.9,1097.95,181.25,147.225,400,0,100.0,625.0,6.587550014824796,6.3799530310090296,False,True,False
1,992.0,958.87,1222.41,992.0,958.87,100,0,100.0,892.0,6.900730664045173,6.86679785862555,False,False,True
10,536.0,2194.42,1615.13,53.6,219.442,1000,0,100.0,436.0,6.285998094508865,7.694128651168904,True,False,False
11,1126.0,1593.03,2143.74,102.36363636363636,144.82090909090908,1100,0,100.0,1026.0,7.027314514039777,7.3740206797502195,True,False,False
10,314.0,1098.8,1539.1,31.4,109.88,1000,0,100.0,214.0,5.752572638825633,7.002883624073714,True,False,False
1,9.0,2246.28,1120.22,9.0,2246.28,100,0,9.0,0.0,2.302585092994046,7.7174758750139745,False,False,True
11,706.0,1508.23,2030.59,64.18181818181819,137.1118181818182,1100,0,100.0,606.0,6.561030665896573,7.319354865973692,True,False,False
10,976.0,2166.02,1775.03,97.6,216.602,1000,0,100.0,876.0,6.884486652042782,7.681108230843099,True,False,False
5,1028.0,653.19,1313.95,205.6,130.638,500,1,100.0,928.0,6.9363427358340495,6.483397829142147,False,True,False
8,1166.0,99.47,1149.07,145.75,12.43375,800,0,100.0,1066.0,7.062191632286556,4.609859175474223,True,False,False
12,882.0,1958.14,1944.88,73.5,163.17833333333334,1200,0,100.0,782.0,6.78332520060396,7.580260880424217,True,False,False
11,448.0,732.79,1090.35,40.72727272727273,66.61727272727272,1100,0,100.0,348.0,6.1070228877422545,6.598222884136855,True,False,False
7,623.0,1691.39,1800.86,89.0,241.62714285714287,700,0,100.0,523.0,6.436150368369428,7.433897010059843,True,False,False
3,127.0,293.49,303.2,42.333333333333336,97.83,300,0,100.0,27.0,4.852030263919617,5.685245046657743,False,False,True
12,218.0,486.02,1005.67,18.166666666666668,40.501666666666665,1200,0,100.0,118.0,5.389071729816501,6.188305190001139,True,False,False
3,1166.0,530.44,785.59,388.6666666666667,176.81333333333336,300,0,100.0,1066.0,7.062191632286556,6.275590303356986,False,False,True
11,17.0,550.58,830.07,1.5454545454545454,50.052727272727275,1100,0,17.0,0.0,2.8903717578961645,6.3127868871037185,True,False,False
9,696.0,1749.97,1649.49,77.33333333333333,194.44111111111113,900,0,100.0,596.0,6.546785410760524,7.46792519907226,True,False,False
4,305.0,125.79,664.43,76.25,31.4475,400,0,100.0,205.0,5.723585101952381,4.842532174539857,False,True,False
12,104.0,1300.05,1779.92,8.666666666666666,108.33749999999999,1200,0,100.0,4.0,4.653960350157523,7.1709269097494195,True,False,False
1,303.0,931.53,857.42,303.0,931.53,100,0,100.0,203.0,5.717027701406222,6.837901322582246,False,False,True
8,1012.0,2390.84,1732.12,126.5,298.855,800,0,100.0,912.0,6.920671504248683,7.779818223201204,True,False,False
9,938.0,2224.29,1913.87,104.22222222222223,247.14333333333332,900,0,100.0,838.0,6.844815479208263,7.707642523185854,True,False,False
3,471.0,288.19,535.67,157.0,96.06333333333333,300,0,100.0,371.0,6.156978985585555,5.667083911540161,False,False,True
5,72.0,977.67,1156.55,14.4,195.534,500,1,72.0,0.0,4.290459441148391,6.8861945070550465,False,True,False
10,160.0,2272.56,1642.15,16.0,227.256,1000,0,100.0,60.0,5.081404364984463,7.729102163943879,True,False,False
10,965.0,1851.28,1805.77,96.5,185.128,1000,0,100.0,865.0,6.873163834212518,7.524172591683353,True,False,False
3,266.0,2178.16,1447.95,88.66666666666667,726.0533333333333,300,0,100.0,166.0,5.58724865840025,7.686694760426967,False,False,True
12,734.0,2491.82,1792.31,61.166666666666664,207.65166666666667,1200,0,100.0,634.0,6.5998704992128365,7.8211698787507915,True,False,False
12,64.0,1641.01,1710.72,5.333333333333333,136.75083333333333,1200,0,64.0,0.0,4.174387269895637,7.403676380127812,True,False,False
9,497.0,1845.08,1674.09,55.22222222222222,205.0088888888889,900,0,100.0,397.0,6.210600077024653,7.520819751068524,True,False,False
3,781.0,1801.38,1586.21,260.3333333333333,600.46,300,0,100.0,681.0,6.661854740545311,7.496863292740447,False,False,True
3,158.0,1070.74,1183.16,52.666666666666664,356.91333333333336,300,0,100.0,58.0,5.0689042022202315,6.977038774900383,False,False,True
3,1096.0,200.27,802.96,365.3333333333333,66.75666666666667,300,0,100.0,996.0,7.00033446027523,5.304647290242906,False,False,True
11,1116.0,2067.8,1987.44,101.45454545454545,187.9818181818182,1100,0,100.0,1016.0,7.018401799069201,7.634724008017593,True,False,False
10,831.0,39.86,982.64,83.1,3.9859999999999998,1000,0,100.0,731.0,6.723832440821209,3.710151589389476,True,False,False
14,124.0,1064.64,1761.68,8.857142857142858,76.0457142857143,1400,0,100.0,24.0,4.8283137373023015,6.971330836619146,True,False,False
4,10.0,1262.73,1261.41,2.5,315.6825,400,0,10.0,0.0,2.3978952727983707,7.141822944294514,False,True,False
5,955.0,106.86,897.78,191.0,21.372,500,1,100.0,855.0,6.862757913051401,4.680834089909081,False,True,False
7,1176.0,2489.13,1921.16,168.0,355.59000000000003,700,0,100.0,1076.0,7.0707241072602764,7.820090196931261,True,False,False
6,803.0,465.6,1012.0,133.83333333333334,77.60000000000001,600,0,100.0,703.0,6.6895992691789665,6.1454723595873295,False,True,False
9,868.0,62.12,1022.81,96.44444444444444,6.902222222222222,900,0,100.0,768.0,6.767343125265392,4.145037676537619,True,False,False
1,181.0,128.05,225.12,181.0,128.05,100,0,100.0,81.0,5.204006687076795,4.860199926164623,False,False,True
3,70.0,631.88,564.16,23.333333333333332,210.62666666666667,300,0,70.0,0.0,4.2626798770413155,6.450280830713141,False,False,True
8,1090.0,419.76,1189.47,136.25,52.47,800,0,100.0,990.0,6.994849985833071,6.042062599871073,True,False,False
14,1184.0,2269.89,1943.24,84.57142857142857,162.135,1400,0,100.0,1084.0,7.077498053569231,7.727927104120481,True,False,False
1,735.0,1676.9,1365.21,735.0,1676.9,100,0,100.0,635.0,6.601230118728877,7.425298290495652,False,False,True
2,547.0,119.09,509.52,273.5,59.545,200,0,100.0,447.0,6.306275286948016,4.788241461672592,False,False,True
11,265.0,218.66,949.34,24.09090909090909,19.87818181818182,1100,0,100.0,165.0,5.583496308781699,5.392080896360199,True,False,False
10,223.0,886.32,1305.54,22.3,88.632,1000,0,100.0,123.0,5.4116460518550396,6.788205683878033,True,False,False
12,959.0,1947.82,1833.24,79.91666666666667,162.31833333333333,1200,0,100.0,859.0,6.866933284461882,7.574979340188697,True,False,False
11,498.0,1578.39,1793.52,45.27272727272727,143.49,1100,0,100.0,398.0,6.212606095751519,7.364793975525139,True,False,False
14,127.0,988.4,1688.9,9.071428571428571,70.6,1400,0,100.0,27.0,4.852030263919617,6.8970986987936085,True,False,False
3,621.0,214.08,779.66,207.0,71.36,300,0,100.0,521.0,6.432940092739179,5.371010051941477,False,False,True
6,1193.0,2241.5,1839.47,198.83333333333334,373.5833333333333,600,0,100.0,1093.0,7.085064293952548,7.715346593932951,False,True,False
4,448.0,2055.97,1497.46,112.0,513.9925,400,0,100.0,348.0,6.1070228877422545,7.628989305200469,False,True,False
8,466.0,2064.63,1558.12,58.25,258.07875,800,0,100.0,366.0,6.1463292576688975,7.633190543612008,True,False,False
12,229.0,1216.16,1696.65,19.083333333333332,101.34666666666668,1200,0,100.0,129.0,5.438079308923196,7.104275555175905,True,False,False
13,658.0,559.48,1573.12,50.61538461538461,43.03692307692308,1300,0,100.0,558.0,6.490723534502507,6.328793559449177,True,False,False
13,1034.0,2477.98,1842.24,79.53846153846153,190.61384615384617,1300,0,100.0,934.0,6.942156705699469,7.815602464233384,True,False,False
4,842.0,2464.29,1611.66,210.5,616.0725,400,0,100.0,742.0,6.736966958001855,7.8100647266157415,False,True,False
13,837.0,1218.93,1921.68,64.38461538461539,93.76384615384616,1300,0,100.0,737.0,6.731018100482083,7.1065487590319965,True,False,False
11,927.0,1306.37,1804.68,84.27272727272727,118.76090909090908,1100,0,100.0,827.0,6.833031732786201,7.175772764609714,True,False,False
4,1047.0,1657.68,1605.84,261.75,414.42,400,0,100.0,947.0,6.954638864880987,7.413777384303805,False,True,False
4,262.0,1681.28,1435.34,65.5,420.32,400,0,100.0,162.0,5.572154032177765,7.427905295168445,False,True,False
7,1126.0,1103.75,2014.72,160.85714285714286,157.67857142857142,700,0,100.0,1026.0,7.027314514039777,7.00737434401085,True,False,False
5,781.0,672.91,1125.36,156.2,134.582,500,1,100.0,681.0,6.661854740545311,6.513096570838958,False,True,False
5,831.0,591.65,1090.31,166.2,118.33,500,1,100.0,731.0,6.723832440821209,6.384604005525509,False,True,False
7,1089.0,1026.25,2132.85,155.57142857142858,146.60714285714286,700,0,100.0,989.0,6.993932975223189,6.934640607763519,True,False,False
1,793.0,2171.07,1421.36,793.0,2171.07,100,0,100.0,693.0,6.677083461247136,7.683435908895461,False,False,True
9,368.0,495.12,847.33,40.888888888888886,55.013333333333335,900,0,100.0,268.0,5.910796644040527,6.206817832947129,True,False,False
6,818.0,1130.38,1704.06,136.33333333333334,188.39666666666668,600,0,100.0,718.0,6.70808408385307,7.03119340553874,False,True,False
11,667.0,1915.95,1732.2,60.63636363636363,174.17727272727274,1100,0,100.0,567.0,6.504288173536645,7.5584906602850435,True,False,False
2,267.0,2116.93,1349.04,133.5,1058.465,200,0,100.0,167.0,5.5909869805108565,7.6581944755679725,False,False,True
10,1083.0,2105.36,1844.58,108.3,210.536,1000,0,100.0,983.0,6.988413181999592,7.652716618256255,True,False,False
13,529.0,1767.79,2015.18,40.69230769230769,135.98384615384614,1300,0,100.0,429.0,6.272877006546167,7.478050975976825,True,False,False
9,1155.0,1346.4,2248.12,128.33333333333334,149.60000000000002,900,0,100.0,1055.0,7.052721049232323,7.205932088526559,True,False,False
7,1185.0,1768.01,2072.18,169.28571428571428,252.57285714285715,700,0,100.0,1085.0,7.078341579557671,7.478175347055057,True,False,False
5,763.0,1420.94,1777.14,152.6,284.188,500,1,100.0,663.0,6.638567789166521,7.259777415380164,False,True,False
7,368.0,1231.69,1550.04,52.57142857142857,175.9557142857143,700,0,100.0,268.0,5.910796644040527,7.116954052250699,True,False,False
6,659.0,322.1,972.58,109.83333333333333,53.68333333333334,600,0,100.0,559.0,6.492239835020471,5.777961872830453,False,True,False
14,1138.0,518.18,1696.86,81.28571428571429,37.012857142857136,1400,0,100.0,1038.0,7.037905963447182,6.252250643846702,True,False,False
6,172.0,1977.78,1603.89,28.666666666666668,329.63,600,0,100.0,72.0,5.153291594497779,7.590235772166839,False,True,False
6,628.0,311.47,903.3,104.66666666666667,51.91166666666667,600,0,100.0,528.0,6.444131256700441,5.744508464568161,False,True,False
2,500.0,1246.48,1264.53,250.0,623.24,200,0,100.0,400.0,6.2166061010848646,7.12888079543303,False,False,True
8,7.0,2075.6,1422.12,0.875,259.45,800,0,7.0,0.0,2.0794415416798357,7.638487219869353,True,False,False
5,942.0,2092.87,1696.72,188.4,418.57399999999996,500,1,100.0,842.0,6.849066282633458,7.6467693073638605,False,True,False
12,81.0,2485.34,1589.65,6.75,207.11166666666668,1200,0,81.0,0.0,4.406719247264253,7.818567028608033,True,False,False
4,166.0,791.52,866.18,41.5,197.88,400,0,100.0,66.0,5.117993812416755,6.675217742026058,False,True,False
3,213.0,1724.85,1344.71,71.0,574.9499999999999,300,0,100.0,113.0,5.365976015021851,7.4534749617254485,False,False,True
11,1004.0,167.15,1175.65,91.27272727272727,15.195454545454545,1100,0,100.0,904.0,6.912742820493176,5.124856438186279,True,False,False
5,116.0,478.1,624.04,23.2,95.62,500,1,100.0,16.0,4.762173934797756,6.171909343889077,False,True,False
13,112.0,2299.56,1807.67,8.615384615384615,176.88923076923078,1300,0,100.0,12.0,4.727387818712341,7.740907850542089,True,False,False
1,43.0,2149.22,1134.47,43.0,2149.22,100,0,43.0,0.0,3.784189633918261,7.673325441468198,False,False,True
2,660.0,1944.4,1531.2,330.0,972.2,200,0,100.0,560.0,6.493753839851686,7.57322289043534,False,False,True
10,888.0,298.68,1171.54,88.8,29.868000000000002,1000,0,100.0,788.0,6.790097235513905,5.702715238695778,True,False,False
10,860.0,2380.76,1759.97,86.0,238.07600000000002,1000,0,100.0,760.0,6.7580945044277305,7.775594989171546,True,False,False
10,1187.0,1981.09,2013.21,118.7,198.10899999999998,1000,0,100.0,1087.0,7.080026499922591,7.591907122537093,True,False,False
12,1139.0,124.65,1314.3,94.91666666666667,10.387500000000001,1200,0,100.0,1039.0,7.038783541388542,4.833500263989602,True,False,False
5,966.0,359.51,927.98,193.2,71.902,500,1,100.0,866.0,6.874198495453294,5.887519695591318,False,True,False
10,796.0,1352.08,2000.19,79.6,135.208,1000,0,100.0,696.0,6.680854678790215,7.2101387542868105,True,False,False
9,72.0,1281.32,1515.54,8.0,142.36888888888888,900,0,72.0,0.0,4.290459441148391,7.156426216317626,True,False,False
10,215.0,2440.91,1638.66,21.5,244.09099999999998,1000,0,100.0,115.0,5.375278407684165,7.800535798954631,True,False,False
7,671.0,1297.02,1703.2,95.85714285714286,185.28857142857143,700,0,100.0,571.0,6.51025834052315,7.168595305465821,True,False,False
5,230.0,333.69,538.36,46.0,66.738,500,1,100.0,130.0,5.442417710521793,5.813204730268699,False,True,False
5,467.0,1243.31,1549.82,93.4,248.66199999999998,500,1,100.0,367.0,6.148468295917647,7.126336438396403,False,True,False
13,247.0,2339.61,1705.9,19.0,179.97,1300,0,100.0,147.0,5.5134287461649825,7.758166858140323,True,False,False
14,777.0,1248.61,1837.25,55.5,89.18642857142856,1400,0,100.0,677.0,6.656726524178391,7.1305867816142205,True,False,False
11,740.0,1171.99,902.09,67.27272727272727,106.54454545454546,1100,0,100.0,640.0,6.608000625296087,7.067311323467946,True,False,False
6,884.0,1798.31,1897.87,147.33333333333334,299.7183333333333,600,0,100.0,784.0,6.785587645007929,7.495158537059919,False,True,False
5,789.0,1853.31,1792.88,157.8,370.662,500,1,100.0,689.0,6.672032945461067,7.525267938189421,False,True,False
4,825.0,874.99,784.52,206.25,218.7475,400,0,100.0,725.0,6.716594773520978,6.77535467534612,False,True,False
2,301.0,769.23,731.28,150.5,384.615,200,0,100.0,201.0,5.71042701737487,6.64668917154408,False,False,True
12,1007.0,1353.77,1925.32,83.91666666666667,112.81416666666667,1200,0,100.0,907.0,6.915723448631314,7.211386977208632,True,False,False
5,865.0,644.79,1202.46,173.0,128.958,500,1,100.0,765.0,6.763884908562435,6.47047437353411,False,True,False
14,81.0,1251.97,1682.62,5.785714285714286,89.42642857142857,1400,0,81.0,0.0,4.406719247264253,7.133272012071532,True,False,False
8,1159.0,2175.27,1752.18,144.875,271.90875,800,0,100.0,1059.0,7.05617528410041,7.68536768116079,True,False,False
11,496.0,373.98,1152.99,45.09090909090909,33.99818181818182,1100,0,100.0,396.0,6.208590026096629,5.926872691214805,True,False,False
1,752.0,1632.35,1362.39,752.0,1632.35,100,0,100.0,652.0,6.6240652277998935,7.398388399460179,False,False,True
5,1014.0,1853.57,1749.31,202.8,370.714,500,1,100.0,914.0,6.922643891475888,7.525408142240469,False,True,False
9,686.0,145.66,972.95,76.22222222222223,16.184444444444445,900,0,100.0,586.0,6.532334292222349,4.9881169826656535,True,False,False
5,654.0,1272.89,1724.68,130.8,254.57800000000003,500,1,100.0,554.0,6.484635235635252,7.149830490175204,False,True,False
8,621.0,2391.34,1593.12,77.625,298.9175,800,0,100.0,521.0,6.432940092739179,7.780027245437751,True,False,False
9,1080.0,539.51,1306.91,120.0,59.94555555555556,900,0,100.0,980.0,6.985641817639208,6.2925131382957185,True,False,False
10,714.0,269.06,1067.81,71.4,26.906,1000,0,100.0,614.0,6.5722825426940075,5.598644156532896,True,False,False
10,816.0,1425.64,1872.81,81.6,142.56400000000002,1000,0,100.0,716.0,6.705639094860003,7.263077308144258,True,False,False
14,1122.0,1766.25,2239.35,80.14285714285714,126.16071428571429,1400,0,100.0,1022.0,7.023758954738443,7.477179945051064,True,False,False
4,1202.0,1074.87,1501.24,300.5,268.7175,400,0,100.0,1102.0,7.0925737159746784,6.9808849155788,False,True,False
5,651.0,1573.3,1682.08,130.2,314.65999999999997,500,1,100.0,551.0,6.480044561926653,7.361566008020583,False,True,False
14,1100.0,237.69,1265.57,78.57142857142857,16.977857142857143,1400,0,100.0,1000.0,7.00397413672268,5.475165638876943,True,False,False
14,296.0,485.68,924.9,21.142857142857142,34.691428571428574,1400,0,100.0,196.0,5.6937321388027,6.187606822919248,True,False,False
1,697.0,2148.5,1421.07,697.0,2148.5,100,0,100.0,597.0,6.548219102762372,7.672990535936337,False,False,True
6,1044.0,47.46,1133.45,174.0,7.91,600,0,100.0,944.0,6.951772164398911,3.8807387153883797,False,True,False
12,398.0,2481.44,1755.18,33.166666666666664,206.78666666666666,1200,0,100.0,298.0,5.988961416889864,7.816997226442958,True,False,False
3,139.0,2428.89,1345.66,46.333333333333336,809.63,300,0,100.0,39.0,4.941642422609304,7.795601267820278,False,False,True
6,84.0,852.7,1109.32,14.0,142.11666666666667,600,0,84.0,0.0,4.442651256490317,6.749579844016261,False,True,False
2,423.0,1639.17,1367.64,211.5,819.585,200,0,100.0,323.0,6.049733455231958,7.4025551739826545,False,False,True
11,815.0,2385.6,1872.44,74.0909090909091,216.87272727272727,1100,0,100.0,715.0,6.704414354964107,7.777625037935556,True,False,False
6,577.0,897.74,1257.31,96.16666666666667,149.62333333333333,600,0,100.0,477.0,6.359573868672378,6.800993782408683,False,True,False
8,200.0,1508.89,1461.33,25.0,188.61125,800,0,100.0,100.0,5.303304908059076,7.31979207947333,True,False,False
9,1102.0,540.6,1455.85,122.44444444444444,60.06666666666667,900,0,100.0,1002.0,7.005789019253503,6.294527721598065,True,False,False
12,508.0,1970.54,1770.91,42.333333333333336,164.21166666666667,1200,0,100.0,408.0,6.2324480165505225,7.5865702422318195,True,False,False
13,1024.0,1712.85,2097.69,78.76923076923077,131.7576923076923,1300,0,100.0,924.0,6.932447891572509,7.446497580742336,True,False,False
7,1161.0,1499.97,1862.45,165.85714285714286,214.28142857142856,700,0,100.0,1061.0,7.057897937411856,7.313866844758176,True,False,False
2,730.0,285.24,624.78,365.0,142.62,200,0,100.0,630.0,6.594413459749778,5.6568306197604095,False,False,True
13,996.0,1809.2,1956.89,76.61538461538461,139.16923076923078,1300,0,100.0,896.0,6.904750769961838,7.50119261539307,True,False,False
5,1160.0,1901.83,1673.89,232.0,380.366,500,1,100.0,1060.0,7.057036981697891,7.551097530673067,False,True,False
2,1139.0,306.43,726.14,569.5,153.215,200,0,100.0,1039.0,7.038783541388542,5.728247419055714,False,False,True
14,191.0,2442.76,1798.47,13.642857142857142,174.48285714285717,1400,0,100.0,91.0,5.2574953720277815,7.8012931157969145,True,False,False
7,776.0,2447.82,1826.93,110.85714285714286,349.68857142857144,700,0,100.0,676.0,6.655440350367647,7.80336155486345,True,False,False
14,414.0,1919.7,1918.89,29.571428571428573,137.12142857142857,1400,0,100.0,314.0,6.028278520230698,7.560444981910806,True,False,False
7,847.0,1994.62,1851.7,121.0,284.94571428571425,700,0,100.0,747.0,6.742880635791903,7.598710057985168,True,False,False
6,924.0,1227.21,1871.76,154.0,204.535,600,0,100.0,824.0,6.829793737512425,7.11331310385857,False,True,False
2,933.0,1589.58,1489.99,466.5,794.79,200,0,100.0,833.0,6.839476438228843,7.371854008572488,False,False,True
1,211.0,958.08,891.9,211.0,958.08,100,0,100.0,111.0,5.356586274672012,6.86597449163357,False,False,True
10,773.0,865.92,1837.11,77.3,86.592,1000,0,100.0,673.0,6.651571873589727,6.764946700320201,True,False,False
3,196.0,1211.68,1229.87,65.33333333333333,403.8933333333334,300,0,100.0,96.0,5.2832037287379885,7.100588065401739,False,False,True
14,49.0,954.02,1480.87,3.5,68.14428571428572,1400,0,49.0,0.0,3.912023005428146,6.861732282669818,True,False,False
5,477.0,655.24,935.38,95.4,131.048,500,1,100.0,377.0,6.169610732491456,6.486526575694494,False,True,False
5,828.0,1606.84,1690.82,165.6,321.368,500,1,100.0,728.0,6.720220155135295,7.382646942300648,False,True,False
11,458.0,1364.29,1649.04,41.63636363636363,124.02636363636363,1100,0,100.0,358.0,6.129050210060545,7.2191221392663145,True,False,False
3,289.0,1245.67,1279.31,96.33333333333333,415.22333333333336,300,0,100.0,189.0,5.66988092298052,7.128231275533685,False,False,True
1,1060.0,501.67,658.14,1060.0,501.67,100,0,100.0,960.0,6.966967138613983,6.21993389117754,False,False,True
5,1085.0,2486.43,1664.83,217.0,497.28599999999994,500,1,100.0,985.0,6.990256500493881,7.819005327933273,False,True,False
4,675.0,381.48,779.68,168.75,95.37,400,0,100.0,575.0,6.516193076042964,5.946676364317848,False,True,False
8,415.0,1214.97,1473.75,51.875,151.87125,800,0,100.0,315.0,6.030685260261263,7.1032973911691455,True,False,False
6,425.0,709.75,1114.9,70.83333333333333,118.29166666666667,600,0,100.0,325.0,6.054439346269371,6.566320750531109,False,True,False
7,313.0,2408.02,1637.65,44.714285714285715,344.0028571428571,700,0,100.0,213.0,5.749392985908253,7.7869753047804915,True,False,False
13,235.0,426.07,897.26,18.076923076923077,32.77461538461539,1300,0,100.0,135.0,5.4638318050256105,6.056947934219075,True,False,False
7,635.0,1406.31,1630.66,90.71428571428571,200.90142857142857,700,0,100.0,535.0,6.455198563340122,7.249435359782719,True,False,False
10,1009.0,2164.22,1889.87,100.9,216.42199999999997,1000,0,100.0,909.0,6.917705609835305,7.680277251902146,True,False,False
3,692.0,450.7,748.57,230.66666666666666,150.23333333333332,300,0,100.0,592.0,6.541029999189903,6.113018242660559,False,False,True
2,91.0,1073.76,1013.78,45.5,536.88,200,0,91.0,0.0,4.5217885770490405,6.97985265982252,False,False,True
8,1187.0,1045.91,2047.06,148.375,130.73875,800,0,100.0,1087.0,7.080026499922591,6.953598247290388,True,False,False
14,600.0,1120.05,1847.84,42.857142857142854,80.00357142857142,1400,0,100.0,500.0,6.398594934535208,7.02202102511048,True,False,False
5,210.0,710.49,483.34,42.0,142.098,500,1,100.0,110.0,5.351858133476067,6.567361362617364,False,True,False
12,10.0,1203.1,1564.9,0.8333333333333334,100.25833333333333,1200,0,10.0,0.0,2.3978952727983707,7.093487678898173,True,False,False
1,452.0,275.05,282.89,452.0,275.05,100,0,100.0,352.0,6.115892125483034,5.620582008730054,False,False,True
4,256.0,2218.74,1476.03,64.0,554.685,400,0,100.0,156.0,5.54907608489522,7.705145350890463,False,True,False
8,312.0,2383.17,1557.27,39.0,297.89625,800,0,100.0,212.0,5.746203190540153,7.7766063343677265,True,False,False
2,1175.0,816.2,1237.62,587.5,408.1,200,0,100.0,1075.0,7.069874128458572,6.705883862943467,False,False,True
11,960.0,383.64,1248.46,87.27272727272727,34.876363636363635,1100,0,100.0,860.0,6.8679744089702925,5.952307831906788,True,False,False
6,690.0,1009.37,1559.83,115.0,168.22833333333332,600,0,100.0,590.0,6.53813982376767,6.918071879384088,False,True,False
14,487.0,579.29,1516.68,34.785714285714285,41.37785714285714,1400,0,100.0,387.0,6.1903154058531475,6.363527978582116,True,False,False
8,75.0,315.71,593.83,9.375,39.46375,800,0,75.0,0.0,4.330733340286331,5.757986528669713,True,False,False
13,360.0,271.93,1017.64,27.692307692307693,20.91769230769231,1300,0,100.0,260.0,5.8888779583328805,5.609215352049819,True,False,False
11,708.0,1871.77,1916.37,64.36363636363636,170.1609090909091,1100,0,100.0,608.0,6.5638555265321274,7.535173897253012,True,False,False
3,182.0,347.82,384.77,60.666666666666664,115.94,300,0,100.0,82.0,5.209486152841421,5.854556029840523,False,False,True
10,683.0,2442.92,1643.68,68.3,244.292,1000,0,100.0,583.0,6.52795791762255,7.80135858653152,True,False,False
5,392.0,1264.6,1465.72,78.4,252.92,500,1,100.0,292.0,5.973809611869261,7.143301597013389,False,True,False
